rules	support	confidence	lift	count
{뉴이스트(NU'EST)} => {Wanna One(워너원)}	0.0842696629213483	0.608108108108108	5.59878844361603	45
{Wanna One(워너원)} => {뉴이스트 W}	0.0898876404494382	0.827586206896552	5.89241379310345	48
{뉴이스트 W} => {Wanna One(워너원)}	0.0898876404494382	0.64	5.89241379310345	48
{Wanna One(워너원)} => {Ed Sheeran}	0.0655430711610487	0.603448275862069	3.88242625675114	35
{Wanna One(워너원)} => {WINNER}	0.0767790262172285	0.706896551724138	3.7748275862069	41
{Wanna One(워너원)} => {헤이즈(Heize)}	0.0749063670411985	0.689655172413793	3.57549380649481	40
{Wanna One(워너원)} => {볼빨간사춘기}	0.0880149812734082	0.810344827586207	3.96994621955078	47
{Wanna One(워너원)} => {BLACKPINK}	0.0842696629213483	0.775862068965517	3.80101233786776	45
{Wanna One(워너원)} => {Red Velvet (레드벨벳)}	0.0711610486891386	0.655172413793103	2.67070281653067	38
{Wanna One(워너원)} => {TWICE(트와이스)}	0.0936329588014981	0.862068965517241	3.02858439201452	50
{Wanna One(워너원)} => {아이유(IU)}	0.0786516853932584	0.724137931034483	1.32883043014575	42
{SS501} => {소녀시대 (GIRLS` GENERATION)}	0.0561797752808989	0.681818181818182	4.18495297805643	30
{SS501} => {카라(Kara)}	0.052434456928839	0.636363636363636	3.33155080213904	28
{SS501} => {SHINee (샤이니)}	0.0561797752808989	0.681818181818182	3.37121212121212	30
{SS501} => {BIGBANG}	0.0580524344569288	0.704545454545455	2.30814277746793	31
{정인} => {아이유(IU)}	0.0617977528089888	0.66	1.21113402061856	33
{김연우} => {아이유(IU)}	0.0674157303370786	0.654545454545455	1.20112464854733	36
{틴 탑(Teen Top)} => {Maroon 5}	0.0692883895131086	0.74	2.12451612903226	37
{휘성} => {아이유(IU)}	0.0580524344569288	0.62	1.13773195876289	31
{선미} => {뉴이스트(NU'EST)}	0.0711610486891386	0.612903225806452	4.42284219703575	38
{선미} => {뉴이스트 W}	0.0730337078651685	0.629032258064516	4.47870967741935	39
{선미} => {BLACKPINK}	0.0711610486891386	0.612903225806452	3.00266350991418	38
{선미} => {TWICE(트와이스)}	0.0730337078651685	0.629032258064516	2.2098896434635	39
{선미} => {아이유(IU)}	0.0749063670411985	0.645161290322581	1.18390422347855	40
{혁오(HYUKOH)} => {지코(ZICO)}	0.0655430711610487	0.673076923076923	3.99358974358974	35
{혁오(HYUKOH)} => {크러쉬(CRUSH)}	0.0599250936329588	0.615384615384615	3.12967032967033	32
{혁오(HYUKOH)} => {여자친구(GFRIEND)}	0.0636704119850187	0.653846153846154	2.88556897647807	34
{혁오(HYUKOH)} => {Red Velvet (레드벨벳)}	0.0730337078651685	0.75	3.05725190839695	39
{혁오(HYUKOH)} => {아이유(IU)}	0.0786516853932584	0.807692307692308	1.48215701823949	42
{Charlie Puth} => {뉴이스트(NU'EST)}	0.0655430711610487	0.603448275862069	4.35461323392358	35
{Charlie Puth} => {뉴이스트 W}	0.0730337078651685	0.672413793103448	4.78758620689655	39
{Charlie Puth} => {Ed Sheeran}	0.0692883895131086	0.637931034482759	4.10427918570835	37
{Charlie Puth} => {헤이즈(Heize)}	0.0711610486891386	0.655172413793103	3.39671911617007	38
{Charlie Puth} => {볼빨간사춘기}	0.0749063670411985	0.689655172413793	3.37867763366023	40
{Charlie Puth} => {BLACKPINK}	0.0805243445692884	0.741379310344828	3.63207845618475	43
{Charlie Puth} => {마마무(Mamamoo)}	0.0711610486891386	0.655172413793103	2.8444070647603	38
{Charlie Puth} => {여자친구(GFRIEND)}	0.0655430711610487	0.603448275862069	2.66315189512682	35
{Charlie Puth} => {Red Velvet (레드벨벳)}	0.0823970037453183	0.758620689655172	3.09239273493024	44
{Charlie Puth} => {TWICE(트와이스)}	0.0880149812734082	0.810344827586207	2.84686932849365	47
{Charlie Puth} => {아이유(IU)}	0.0767790262172285	0.706896551724138	1.29719161038038	41
{SUPER JUNIOR (슈퍼주니어)} => {BIGBANG}	0.0617977528089888	0.6	1.96564417177914	33
{비투비(BTOB)} => {WINNER}	0.0749063670411985	0.606060606060606	3.23636363636364	40
{비투비(BTOB)} => {볼빨간사춘기}	0.0805243445692884	0.651515151515151	3.19182652210175	43
{비투비(BTOB)} => {BLACKPINK}	0.0749063670411985	0.606060606060606	2.96914095079233	40
{비투비(BTOB)} => {TWICE(트와이스)}	0.0955056179775281	0.772727272727273	2.71471291866029	51
{비투비(BTOB)} => {아이유(IU)}	0.0805243445692884	0.651515151515151	1.19556388628554	43
{러블리즈} => {Sam Smith}	0.0674157303370786	0.610169491525424	2.93540998625744	36
{러블리즈} => {여자친구(GFRIEND)}	0.0749063670411985	0.677966101694915	2.99201568847177	40
{러블리즈} => {Red Velvet (레드벨벳)}	0.0730337078651685	0.661016949152542	2.69452710570578	39
{러블리즈} => {TWICE(트와이스)}	0.0767790262172285	0.694915254237288	2.44134701159679	41
{러블리즈} => {아이유(IU)}	0.0786516853932584	0.711864406779661	1.30630788048226	42
{김동률} => {아이유(IU)}	0.0823970037453183	0.647058823529412	1.18738629472408	44
{뉴이스트(NU'EST)} => {뉴이스트 W}	0.110486891385768	0.797297297297297	5.67675675675676	59
{뉴이스트 W} => {뉴이스트(NU'EST)}	0.110486891385768	0.786666666666667	5.67675675675676	59
{뉴이스트(NU'EST)} => {Ed Sheeran}	0.0861423220973783	0.621621621621622	3.9993487463367	46
{뉴이스트(NU'EST)} => {WINNER}	0.0880149812734082	0.635135135135135	3.39162162162162	47
{뉴이스트(NU'EST)} => {볼빨간사춘기}	0.114232209737828	0.824324324324324	4.03843292834119	61
{뉴이스트(NU'EST)} => {BLACKPINK}	0.106741573033708	0.77027027027027	3.7736176543516	57
{뉴이스트(NU'EST)} => {Red Velvet (레드벨벳)}	0.0898876404494382	0.648648648648649	2.64410975861358	48
{뉴이스트(NU'EST)} => {TWICE(트와이스)}	0.119850187265918	0.864864864864865	3.03840682788051	64
{뉴이스트(NU'EST)} => {아이유(IU)}	0.0955056179775281	0.689189189189189	1.2646976873781	51
{뉴이스트 W} => {WINNER}	0.0880149812734082	0.626666666666667	3.3464	47
{뉴이스트 W} => {헤이즈(Heize)}	0.0955056179775281	0.68	3.52543689320388	51
{뉴이스트 W} => {볼빨간사춘기}	0.112359550561798	0.8	3.91926605504587	60
{뉴이스트 W} => {BLACKPINK}	0.108614232209738	0.773333333333333	3.78862385321101	58
{뉴이스트 W} => {Red Velvet (레드벨벳)}	0.0936329588014981	0.666666666666667	2.7175572519084	50
{뉴이스트 W} => {TWICE(트와이스)}	0.119850187265918	0.853333333333333	2.99789473684211	64
{뉴이스트 W} => {아이유(IU)}	0.102996254681648	0.733333333333333	1.34570446735395	55
{애프터스쿨(After School)} => {BIGBANG}	0.0730337078651685	0.629032258064516	2.06075598654265	39
{싸이 (PSY)} => {아이유(IU)}	0.0861423220973783	0.696969696969697	1.27897532021243	46
{로꼬} => {볼빨간사춘기}	0.0805243445692884	0.623188405797101	3.05305145592341	43
{로꼬} => {BLACKPINK}	0.0823970037453183	0.63768115942029	3.1240526525728	44
{로꼬} => {마마무(Mamamoo)}	0.0861423220973783	0.666666666666667	2.89430894308943	46
{로꼬} => {TWICE(트와이스)}	0.0936329588014981	0.72463768115942	2.54576659038902	50
{오렌지캬라멜(Orange Caramel)} => {아이유(IU)}	0.0880149812734082	0.681159420289855	1.24996264754221	47
{브라운 아이드 소울} => {아이유(IU)}	0.0767790262172285	0.611940298507463	1.12294199107555	41
{EXID} => {아이유(IU)}	0.0786516853932584	0.6	1.10103092783505	42
{DEAN} => {BLACKPINK}	0.0842696629213483	0.625	3.06192660550459	45
{DEAN} => {Sam Smith}	0.0823970037453183	0.611111111111111	2.93993993993994	44
{DEAN} => {TWICE(트와이스)}	0.114232209737828	0.847222222222222	2.97642543859649	61
{Jason Mraz} => {Maroon 5}	0.0880149812734082	0.618421052631579	1.77546689303905	47
{Ed Sheeran} => {볼빨간사춘기}	0.104868913857678	0.674698795180723	3.30540510666519	56
{Ed Sheeran} => {BLACKPINK}	0.102996254681648	0.662650602409639	3.24638001547474	55
{Ed Sheeran} => {마마무(Mamamoo)}	0.0955056179775281	0.614457831325301	2.66764619453423	51
{Ed Sheeran} => {Red Velvet (레드벨벳)}	0.121722846441948	0.783132530120482	3.19231122965143	65
{Ed Sheeran} => {TWICE(트와이스)}	0.127340823970037	0.819277108433735	2.87824984147115	68
{Ed Sheeran} => {아이유(IU)}	0.114232209737828	0.734939759036145	1.34865234132406	61
{M.C THE MAX} => {TWICE(트와이스)}	0.0973782771535581	0.684210526315789	2.40373961218837	52
{iKON} => {Red Velvet (레드벨벳)}	0.101123595505618	0.666666666666667	2.7175572519084	54
{iKON} => {TWICE(트와이스)}	0.127340823970037	0.839506172839506	2.94931773879142	68
{iKON} => {아이유(IU)}	0.110486891385768	0.728395061728395	1.33664248440881	59
{Justin Bieber} => {TWICE(트와이스)}	0.099250936329588	0.646341463414634	2.27069961489089	53
{Bruno Mars} => {아이유(IU)}	0.0955056179775281	0.6	1.10103092783505	51
{나얼} => {아이유(IU)}	0.104868913857678	0.658823529411765	1.20897513644633	56
{지코(ZICO)} => {마마무(Mamamoo)}	0.108614232209738	0.644444444444444	2.79783197831978	58
{지코(ZICO)} => {여자친구(GFRIEND)}	0.110486891385768	0.655555555555556	2.8931129476584	59
{지코(ZICO)} => {TWICE(트와이스)}	0.116104868913858	0.688888888888889	2.42017543859649	62
{지코(ZICO)} => {아이유(IU)}	0.119850187265918	0.711111111111111	1.3049255441008	64
{효린} => {아이유(IU)}	0.106741573033708	0.633333333333333	1.16219931271478	57
{WINNER} => {Red Velvet (레드벨벳)}	0.116104868913858	0.62	2.52732824427481	62
{WINNER} => {TWICE(트와이스)}	0.140449438202247	0.75	2.63486842105263	75
{WINNER} => {아이유(IU)}	0.138576779026217	0.74	1.3579381443299	74
{헤이즈(Heize)} => {볼빨간사춘기}	0.125468164794007	0.650485436893204	3.18678186514652	67
{볼빨간사춘기} => {헤이즈(Heize)}	0.125468164794007	0.614678899082569	3.18678186514652	67
{헤이즈(Heize)} => {BLACKPINK}	0.131086142322097	0.679611650485437	3.32947359045159	70
{BLACKPINK} => {헤이즈(Heize)}	0.131086142322097	0.642201834862385	3.32947359045159	70
{헤이즈(Heize)} => {Red Velvet (레드벨벳)}	0.116104868913858	0.601941747572815	2.45371674201438	62
{헤이즈(Heize)} => {TWICE(트와이스)}	0.149812734082397	0.776699029126214	2.7286663260092	80
{볼빨간사춘기} => {BLACKPINK}	0.151685393258427	0.743119266055046	3.64060264287518	81
{BLACKPINK} => {볼빨간사춘기}	0.151685393258427	0.743119266055046	3.64060264287518	81
{볼빨간사춘기} => {Red Velvet (레드벨벳)}	0.131086142322097	0.642201834862385	2.61783038027873	70
{볼빨간사춘기} => {TWICE(트와이스)}	0.166666666666667	0.81651376146789	2.86854176726219	89
{볼빨간사춘기} => {아이유(IU)}	0.125468164794007	0.614678899082569	1.12796746429585	67
{BLACKPINK} => {마마무(Mamamoo)}	0.131086142322097	0.642201834862385	2.78809577086597	70
{BLACKPINK} => {Red Velvet (레드벨벳)}	0.123595505617978	0.605504587155963	2.46824007283423	66
{BLACKPINK} => {TWICE(트와이스)}	0.170411985018727	0.834862385321101	2.93300338000966	91
{BLACKPINK} => {아이유(IU)}	0.125468164794007	0.614678899082569	1.12796746429585	67
{크러쉬(CRUSH)} => {마마무(Mamamoo)}	0.117977528089888	0.6	2.60487804878049	63
{크러쉬(CRUSH)} => {아이유(IU)}	0.140449438202247	0.714285714285714	1.31075110456554	75
{Zion.T} => {Sam Smith}	0.119850187265918	0.60952380952381	2.93230373230373	64
{Zion.T} => {아이유(IU)}	0.123595505617978	0.628571428571429	1.15346097201767	66
{마마무(Mamamoo)} => {Red Velvet (레드벨벳)}	0.138576779026217	0.601626016260163	2.45242971513685	74
{마마무(Mamamoo)} => {TWICE(트와이스)}	0.161048689138577	0.699186991869919	2.45635430038511	86
{마마무(Mamamoo)} => {아이유(IU)}	0.153558052434457	0.666666666666667	1.2233676975945	82
{여자친구(GFRIEND)} => {TWICE(트와이스)}	0.144194756554307	0.636363636363636	2.23564593301435	77
{Red Velvet (레드벨벳)} => {TWICE(트와이스)}	0.176029962546816	0.717557251908397	2.52089192446766	94
{TWICE(트와이스)} => {Red Velvet (레드벨벳)}	0.176029962546816	0.618421052631579	2.52089192446766	94
{Red Velvet (레드벨벳)} => {아이유(IU)}	0.164794007490637	0.67175572519084	1.23270638230896	88
{AOA} => {아이유(IU)}	0.140449438202247	0.614754098360656	1.12810545884739	75
{에이핑크(Apink)} => {아이유(IU)}	0.168539325842697	0.633802816901408	1.16306083926238	90
{TWICE(트와이스)} => {아이유(IU)}	0.176029962546816	0.618421052631579	1.13483450895279	94
{BIGBANG} => {아이유(IU)}	0.189138576779026	0.619631901840491	1.13705647966606	101
